,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
378,Taegukgi hwinalrimyeo,(2004),140 min,8.0,64        ,"39,766",$1.11M,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle."
379,G.O.R.A.,(2004),127 min,8.0,****,"62,707",%^%^%^,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.
380,Casino Royale,(2006),144 min,8.0,80        ,"652,565",$167.45M,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
381,Kill Bill: Vol. 2,(2004),137 min,8.0,83        ,"748,130",$66.21M,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
382,Bom yeoreum gaeul gyeoul geurigo bom,(2003),103 min,8.0,85        ,"82,910",$2.38M,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
383,Mar adentro,(I) (2004),126 min,8.0,74        ,"81,825",$2.09M,"The factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die."
384,Cinderella Man,(2005),144 min,8.0,69        ,"187,546",$61.65M,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
385,Mou gaan dou,(2002),101 min,8.0,75        ,"124,562",$0.17M,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
386,Big Fish,(2003),125 min,8.0,58        ,"439,581",$66.26M,A frustrated son tries to determine the fact from fiction in his dying father's life.
387,The Incredibles,(2004),115 min,8.0,90        ,"726,951",$261.44M,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
388,Yeopgijeogin geunyeo,(2001),137 min,8.0,****,"48,217",%^%^%^,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
389,Dogville,(2003),178 min,8.0,60        ,"148,595",$1.53M,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
390,Vizontele,(2001),110 min,8.0,****,"36,708",%^%^%^,"Lives of residents in a small, Anatolian village change when television is introduced to them."
391,Donnie Darko,(2001),113 min,8.0,88        ,"793,728",$1.48M,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
392,Magnolia,(1999),188 min,8.0,77        ,"311,440",$22.46M,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley."
393,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",(1997),87 min,8.0,****,"54,077",%^%^%^,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).
394,The Straight Story,(1999),112 min,8.0,86        ,"90,405",$6.20M,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
395,Pâfekuto burû,(1997),81 min,8.0,****,"75,075",$0.78M,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
396,Central do Brasil,(1998),110 min,8.0,80        ,"39,686",$5.60M,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew."
397,La leggenda del pianista sull'oceano,(1998),169 min,8.0,58        ,"64,314",$0.26M,"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land."
398,"Crna macka, beli macor",(1998),127 min,8.0,73        ,"53,832",$0.35M,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.
399,Sling Blade,(1996),135 min,8.0,84        ,"93,974",$24.48M,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
400,Secrets & Lies,(1996),136 min,8.0,91        ,"43,416",$13.42M,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
401,Twelve Monkeys,(1995),129 min,8.0,74        ,"614,528",$57.14M,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
402,Dilwale Dulhania Le Jayenge,(1995),189 min,8.0,****,"69,375",%^%^%^,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
403,Chung Hing sam lam,(1994),102 min,8.0,78        ,"80,785",$0.60M,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
404,Andaz Apna Apna,(1994),160 min,8.0,****,"53,322",%^%^%^,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.
405,Scent of a Woman,(1992),156 min,8.0,59        ,"293,916",$63.90M,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
406,Aladdin,(1992),90 min,8.0,86        ,"413,840",$217.35M,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
407,JFK,(1991),189 min,8.0,72        ,"155,646",$70.41M,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
408,Beauty and the Beast,(1991),84 min,8.0,95        ,"451,371",$218.97M,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
409,Dances with Wolves,(1990),181 min,8.0,72        ,"264,090",$184.21M,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military."
410,Rain Man,(1988),133 min,8.0,65        ,"510,791",$178.80M,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance."
411,Akira,(1988),124 min,8.0,67        ,"184,837",$0.55M,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
412,The Princess Bride,(1987),98 min,8.0,77        ,"425,085",$30.86M,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
413,Der Himmel über Berlin,(1987),128 min,8.0,79        ,"71,027",$3.33M,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal."
414,Au revoir les enfants,(1987),104 min,8.0,88        ,"33,908",$4.54M,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond."
415,Tenkû no shiro Rapyuta,(1986),125 min,8.0,78        ,"165,527",%^%^%^,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
416,Kaze no tani no Naushika,(1984),117 min,8.0,86        ,"168,485",$0.50M,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
417,Nostalgia,(1983),125 min,8.0,****,"27,111",$0.01M,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved."
418,Pink Floyd: The Wall,(1982),95 min,8.0,47        ,"81,074",$22.24M,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
419,Fitzcarraldo,(1982),158 min,8.0,****,"35,054",%^%^%^,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
420,Life of Brian,(1979),94 min,8.0,77        ,"397,350",$20.05M,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
421,Being There,(1979),130 min,8.0,83        ,"72,544",$30.18M,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."
422,Annie Hall,(1977),93 min,8.0,92        ,"264,892",$39.20M,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
423,Dog Day Afternoon,(1975),125 min,8.0,86        ,"255,954",$50.00M,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
